hour,month,average_power_summer,average_power_winter,average_power_spring,average_power_fall,power
6,7,1.11977405,0.97800263,0.9289567,0.97326654,0.926805307
7,7,1.11977405,0.97800263,0.9289567,0.97326654,1.120613987
8,7,1.11977405,0.97800263,0.9289567,0.97326654,1.085981686
9,7,1.11977405,0.97800263,0.9289567,0.97326654,0.983533131
10,7,1.11977405,0.97800263,0.9289567,0.97326654,0.967707219
11,7,1.11977405,0.97800263,0.9289567,0.97326654,0.999269433
12,7,1.11977405,0.97800263,0.9289567,0.97326654,1.019761671
13,7,1.11977405,0.97800263,0.9289567,0.97326654,1.087543061
14,7,1.11977405,0.97800263,0.9289567,0.97326654,1.156334364
15,7,1.11977405,0.97800263,0.9289567,0.97326654,1.361626022
16,7,1.11977405,0.97800263,0.9289567,0.97326654,1.547772369
17,7,1.11977405,0.97800263,0.9289567,0.97326654,1.817970025
18,7,1.11977405,0.97800263,0.9289567,0.97326654,1.905187285
19,7,1.11977405,0.97800263,0.9289567,0.97326654,1.887945231
20,7,1.11977405,0.97800263,0.9289567,0.97326654,1.929066523
21,7,1.11977405,0.97800263,0.9289567,0.97326654,1.916691122
22,7,1.11977405,0.97800263,0.9289567,0.97326654,1.607792688
23,7,1.11977405,0.97800263,0.9289567,0.97326654,1.231646237
0,8,1.11977405,0.97800263,0.9289567,0.97326654,1.094550094
1,8,1.11977405,0.97800263,0.9289567,0.97326654,0.894478463
2,8,1.11977405,0.97800263,0.9289567,0.97326654,0.774554855
3,8,1.11977405,0.97800263,0.9289567,0.97326654,0.704663164
4,8,1.11977405,0.97800263,0.9289567,0.97326654,0.68417946
5,8,1.11977405,0.97800263,0.9289567,0.97326654,0.782801996
6,8,1.11977405,0.97800263,0.9289567,0.97326654,1.051107744
7,8,1.11977405,0.97800263,0.9289567,0.97326654,1.23707975
8,8,1.11977405,0.97800263,0.9289567,0.97326654,1.200863913
9,8,1.11977405,0.97800263,0.9289567,0.97326654,1.101383881
10,8,1.11977405,0.97800263,0.9289567,0.97326654,1.133309308
11,8,1.11977405,0.97800263,0.9289567,0.97326654,1.180501595
12,8,1.11977405,0.97800263,0.9289567,0.97326654,1.222091335
13,8,1.11977405,0.97800263,0.9289567,0.97326654,1.245412848
14,8,1.11977405,0.97800263,0.9289567,0.97326654,1.249982533
15,8,1.11977405,0.97800263,0.9289567,0.97326654,1.270399236
16,8,1.11977405,0.97800263,0.9289567,0.97326654,1.381166414
17,8,1.11977405,0.97800263,0.9289567,0.97326654,1.54990515
18,8,1.11977405,0.97800263,0.9289567,0.97326654,1.627351686
19,8,1.11977405,0.97800263,0.9289567,0.97326654,1.651677046
20,8,1.11977405,0.97800263,0.9289567,0.97326654,1.737118071
21,8,1.11977405,0.97800263,0.9289567,0.97326654,1.724485929
22,8,1.11977405,0.97800263,0.9289567,0.97326654,1.420864159
23,8,1.11977405,0.97800263,0.9289567,0.97326654,1.098779139
0,9,1.11977405,0.97800263,0.9289567,0.97326654,0.458106658
1,9,1.11977405,0.97800263,0.9289567,0.97326654,0.366452459
2,9,1.11977405,0.97800263,0.9289567,0.97326654,0.325431501
3,9,1.11977405,0.97800263,0.9289567,0.97326654,0.319272057
4,9,1.11977405,0.97800263,0.9289567,0.97326654,0.340039801
5,9,1.11977405,0.97800263,0.9289567,0.97326654,0.462137988
6,9,1.11977405,0.97800263,0.9289567,0.97326654,0.741353967
7,9,1.11977405,0.97800263,0.9289567,0.97326654,0.944849823
8,9,1.11977405,0.97800263,0.9289567,0.97326654,0.907312887
9,9,1.11977405,0.97800263,0.9289567,0.97326654,0.811864526
10,9,1.11977405,0.97800263,0.9289567,0.97326654,0.768148476
11,9,1.11977405,0.97800263,0.9289567,0.97326654,0.739561001
12,9,1.11977405,0.97800263,0.9289567,0.97326654,0.82156199
13,9,1.11977405,0.97800263,0.9289567,0.97326654,0.944950709
14,9,1.11977405,0.97800263,0.9289567,0.97326654,1.087083064
15,9,1.11977405,0.97800263,0.9289567,0.97326654,1.263805468
16,9,1.11977405,0.97800263,0.9289567,0.97326654,1.417886926
17,9,1.11977405,0.97800263,0.9289567,0.97326654,1.637844621
18,9,1.11977405,0.97800263,0.9289567,0.97326654,1.708807984
19,9,1.11977405,0.97800263,0.9289567,0.97326654,1.696794481
20,9,1.11977405,0.97800263,0.9289567,0.97326654,1.737738854
21,9,1.11977405,0.97800263,0.9289567,0.97326654,1.513358564
22,9,1.11977405,0.97800263,0.9289567,0.97326654,1.13210408
23,9,1.11977405,0.97800263,0.9289567,0.97326654,0.757280347
0,10,1.11977405,0.97800263,0.9289567,0.97326654,0.739715018
1,10,1.11977405,0.97800263,0.9289567,0.97326654,0.500816654
2,10,1.11977405,0.97800263,0.9289567,0.97326654,0.413547723
3,10,1.11977405,0.97800263,0.9289567,0.97326654,0.380732585
4,10,1.11977405,0.97800263,0.9289567,0.97326654,0.382372642
5,10,1.11977405,0.97800263,0.9289567,0.97326654,0.408941495
6,10,1.11977405,0.97800263,0.9289567,0.97326654,0.540492176
7,10,1.11977405,0.97800263,0.9289567,0.97326654,0.851483936
8,10,1.11977405,0.97800263,0.9289567,0.97326654,1.06058628
9,10,1.11977405,0.97800263,0.9289567,0.97326654,0.990944328
10,10,1.11977405,0.97800263,0.9289567,0.97326654,0.850929312
11,10,1.11977405,0.97800263,0.9289567,0.97326654,0.796273088
12,10,1.11977405,0.97800263,0.9289567,0.97326654,0.76402029
13,10,1.11977405,0.97800263,0.9289567,0.97326654,0.721394886
14,10,1.11977405,0.97800263,0.9289567,0.97326654,0.686745972
15,10,1.11977405,0.97800263,0.9289567,0.97326654,0.685515033
16,10,1.11977405,0.97800263,0.9289567,0.97326654,0.709462841
17,10,1.11977405,0.97800263,0.9289567,0.97326654,0.811555516
18,10,1.11977405,0.97800263,0.9289567,0.97326654,1.034248121
19,10,1.11977405,0.97800263,0.9289567,0.97326654,1.227382853
20,10,1.11977405,0.97800263,0.9289567,0.97326654,1.359094637
21,10,1.11977405,0.97800263,0.9289567,0.97326654,1.366771816
22,10,1.11977405,0.97800263,0.9289567,0.97326654,1.227283532
23,10,1.11977405,0.97800263,0.9289567,0.97326654,0.981967276
0,11,1.11977405,0.97800263,0.9289567,0.97326654,0.843977658
1,11,1.11977405,0.97800263,0.9289567,0.97326654,0.603543746
2,11,1.11977405,0.97800263,0.9289567,0.97326654,0.513505793
3,11,1.11977405,0.97800263,0.9289567,0.97326654,0.478909284
4,11,1.11977405,0.97800263,0.9289567,0.97326654,0.47818053
5,11,1.11977405,0.97800263,0.9289567,0.97326654,0.506549392
6,11,1.11977405,0.97800263,0.9289567,0.97326654,0.658658818
7,11,1.11977405,0.97800263,0.9289567,0.97326654,0.994147534
8,11,1.11977405,0.97800263,0.9289567,0.97326654,1.18642106
9,11,1.11977405,0.97800263,0.9289567,0.97326654,1.137037986
10,11,1.11977405,0.97800263,0.9289567,0.97326654,0.993672043
11,11,1.11977405,0.97800263,0.9289567,0.97326654,0.941349575
12,11,1.11977405,0.97800263,0.9289567,0.97326654,0.861151058
13,11,1.11977405,0.97800263,0.9289567,0.97326654,0.790069481
14,11,1.11977405,0.97800263,0.9289567,0.97326654,0.740646816
15,11,1.11977405,0.97800263,0.9289567,0.97326654,0.718395697
16,11,1.11977405,0.97800263,0.9289567,0.97326654,0.78270766
17,11,1.11977405,0.97800263,0.9289567,0.97326654,0.998491501
18,11,1.11977405,0.97800263,0.9289567,0.97326654,1.408700047
19,11,1.11977405,0.97800263,0.9289567,0.97326654,1.596106737
20,11,1.11977405,0.97800263,0.9289567,0.97326654,1.56794057
21,11,1.11977405,0.97800263,0.9289567,0.97326654,1.495184605
22,11,1.11977405,0.97800263,0.9289567,0.97326654,1.366949587
23,11,1.11977405,0.97800263,0.9289567,0.97326654,1.120858084
0,12,1.11977405,0.97800263,0.9289567,0.97326654,1.034352642
1,12,1.11977405,0.97800263,0.9289567,0.97326654,0.752739686
2,12,1.11977405,0.97800263,0.9289567,0.97326654,0.653216366
3,12,1.11977405,0.97800263,0.9289567,0.97326654,0.619254261
4,12,1.11977405,0.97800263,0.9289567,0.97326654,0.620542481
5,12,1.11977405,0.97800263,0.9289567,0.97326654,0.654888443
6,12,1.11977405,0.97800263,0.9289567,0.97326654,0.831052204
7,12,1.11977405,0.97800263,0.9289567,0.97326654,1.245724438
8,12,1.11977405,0.97800263,0.9289567,0.97326654,1.481699227
9,12,1.11977405,0.97800263,0.9289567,0.97326654,1.428393722
10,12,1.11977405,0.97800263,0.9289567,0.97326654,1.254112471
11,12,1.11977405,0.97800263,0.9289567,0.97326654,1.193658248
12,12,1.11977405,0.97800263,0.9289567,0.97326654,1.079625683
13,12,1.11977405,0.97800263,0.9289567,0.97326654,0.990283874
14,12,1.11977405,0.97800263,0.9289567,0.97326654,0.929505364
15,12,1.11977405,0.97800263,0.9289567,0.97326654,0.901116698
16,12,1.11977405,0.97800263,0.9289567,0.97326654,0.96729065
17,12,1.11977405,0.97800263,0.9289567,0.97326654,1.218413545
18,12,1.11977405,0.97800263,0.9289567,0.97326654,1.661305466
19,12,1.11977405,0.97800263,0.9289567,0.97326654,1.879205998
20,12,1.11977405,0.97800263,0.9289567,0.97326654,1.80154797
21,12,1.11977405,0.97800263,0.9289567,0.97326654,1.71224819
22,12,1.11977405,0.97800263,0.9289567,0.97326654,1.5796366
23,12,1.11977405,0.97800263,0.9289567,0.97326654,1.309944355
0,1,1.2077233,0.92657,0.95674,0.908970291,0.866452947
1,1,1.2077233,0.92657,0.95674,0.908970291,0.608148209
2,1,1.2077233,0.92657,0.95674,0.908970291,0.502251942
3,1,1.2077233,0.92657,0.95674,0.908970291,0.467386947
4,1,1.2077233,0.92657,0.95674,0.908970291,0.465135707
5,1,1.2077233,0.92657,0.95674,0.908970291,0.493982289
6,1,1.2077233,0.92657,0.95674,0.908970291,0.65362382
7,1,1.2077233,0.92657,0.95674,0.908970291,1.023186385
8,1,1.2077233,0.92657,0.95674,0.908970291,1.287111469
9,1,1.2077233,0.92657,0.95674,0.908970291,1.234441886
10,1,1.2077233,0.92657,0.95674,0.908970291,1.066108189
11,1,1.2077233,0.92657,0.95674,0.908970291,1.01044654
12,1,1.2077233,0.92657,0.95674,0.908970291,0.935554907
13,1,1.2077233,0.92657,0.95674,0.908970291,0.863794165
14,1,1.2077233,0.92657,0.95674,0.908970291,0.811604502
15,1,1.2077233,0.92657,0.95674,0.908970291,0.77837316
16,1,1.2077233,0.92657,0.95674,0.908970291,0.818750557
17,1,1.2077233,0.92657,0.95674,0.908970291,1.008726973
18,1,1.2077233,0.92657,0.95674,0.908970291,1.378329431
19,1,1.2077233,0.92657,0.95674,0.908970291,1.632598488
20,1,1.2077233,0.92657,0.95674,0.908970291,1.627677387
21,1,1.2077233,0.92657,0.95674,0.908970291,1.499719398
22,1,1.2077233,0.92657,0.95674,0.908970291,1.363896057
23,1,1.2077233,0.92657,0.95674,0.908970291,1.117221888
0,2,1.2077233,0.92657,0.95674,0.908970291,0.910653486
1,2,1.2077233,0.92657,0.95674,0.908970291,0.654100552
2,2,1.2077233,0.92657,0.95674,0.908970291,0.561582324
3,2,1.2077233,0.92657,0.95674,0.908970291,0.538363661
4,2,1.2077233,0.92657,0.95674,0.908970291,0.538046777
5,2,1.2077233,0.92657,0.95674,0.908970291,0.570181854
6,2,1.2077233,0.92657,0.95674,0.908970291,0.739837907
7,2,1.2077233,0.92657,0.95674,0.908970291,1.1133658
8,2,1.2077233,0.92657,0.95674,0.908970291,1.349970524
9,2,1.2077233,0.92657,0.95674,0.908970291,1.259607628
10,2,1.2077233,0.92657,0.95674,0.908970291,1.084938513
11,2,1.2077233,0.92657,0.95674,0.908970291,1.008339658
12,2,1.2077233,0.92657,0.95674,0.908970291,0.911951968
13,2,1.2077233,0.92657,0.95674,0.908970291,0.830200876
14,2,1.2077233,0.92657,0.95674,0.908970291,0.772840857
15,2,1.2077233,0.92657,0.95674,0.908970291,0.734027223
16,2,1.2077233,0.92657,0.95674,0.908970291,0.77021451
17,2,1.2077233,0.92657,0.95674,0.908970291,0.927093626
18,2,1.2077233,0.92657,0.95674,0.908970291,1.241940978
19,2,1.2077233,0.92657,0.95674,0.908970291,1.498110679
20,2,1.2077233,0.92657,0.95674,0.908970291,1.584602214
21,2,1.2077233,0.92657,0.95674,0.908970291,1.506491361
22,2,1.2077233,0.92657,0.95674,0.908970291,1.366325108
23,2,1.2077233,0.92657,0.95674,0.908970291,1.114858827
0,3,1.2077233,0.92657,0.95674,0.908970291,0.762809624
1,3,1.2077233,0.92657,0.95674,0.908970291,0.498841234
2,3,1.2077233,0.92657,0.95674,0.908970291,0.391586614
3,3,1.2077233,0.92657,0.95674,0.908970291,0.350763084
4,3,1.2077233,0.92657,0.95674,0.908970291,0.34592463
5,3,1.2077233,0.92657,0.95674,0.908970291,0.370650968
6,3,1.2077233,0.92657,0.95674,0.908970291,0.523085696
7,3,1.2077233,0.92657,0.95674,0.908970291,0.840156438
8,3,1.2077233,0.92657,0.95674,0.908970291,1.021306523
9,3,1.2077233,0.92657,0.95674,0.908970291,0.966588116
10,3,1.2077233,0.92657,0.95674,0.908970291,0.865757629
11,3,1.2077233,0.92657,0.95674,0.908970291,0.8134988
12,3,1.2077233,0.92657,0.95674,0.908970291,0.773934539
13,3,1.2077233,0.92657,0.95674,0.908970291,0.726164095
14,3,1.2077233,0.92657,0.95674,0.908970291,0.689746574
15,3,1.2077233,0.92657,0.95674,0.908970291,0.662693817
16,3,1.2077233,0.92657,0.95674,0.908970291,0.690232572
17,3,1.2077233,0.92657,0.95674,0.908970291,0.817340027
18,3,1.2077233,0.92657,0.95674,0.908970291,1.070874483
19,3,1.2077233,0.92657,0.95674,0.908970291,1.293816669
20,3,1.2077233,0.92657,0.95674,0.908970291,1.418529432
21,3,1.2077233,0.92657,0.95674,0.908970291,1.412512352
22,3,1.2077233,0.92657,0.95674,0.908970291,1.271307078
23,3,1.2077233,0.92657,0.95674,0.908970291,1.03243882
0,4,1.2077233,0.92657,0.95674,0.908970291,0.499268329
1,4,1.2077233,0.92657,0.95674,0.908970291,0.394683562
2,4,1.2077233,0.92657,0.95674,0.908970291,0.351677953
3,4,1.2077233,0.92657,0.95674,0.908970291,0.346697446
4,4,1.2077233,0.92657,0.95674,0.908970291,0.381041352
5,4,1.2077233,0.92657,0.95674,0.908970291,0.530817677
6,4,1.2077233,0.92657,0.95674,0.908970291,0.849401629
7,4,1.2077233,0.92657,0.95674,0.908970291,1.043571003
8,4,1.2077233,0.92657,0.95674,0.908970291,0.997076991
9,4,1.2077233,0.92657,0.95674,0.908970291,0.898194336
10,4,1.2077233,0.92657,0.95674,0.908970291,0.833220007
11,4,1.2077233,0.92657,0.95674,0.908970291,0.795679549
12,4,1.2077233,0.92657,0.95674,0.908970291,0.746481916
13,4,1.2077233,0.92657,0.95674,0.908970291,0.707505858
14,4,1.2077233,0.92657,0.95674,0.908970291,0.67854564
15,4,1.2077233,0.92657,0.95674,0.908970291,0.696929626
16,4,1.2077233,0.92657,0.95674,0.908970291,0.796867768
17,4,1.2077233,0.92657,0.95674,0.908970291,0.980060658
18,4,1.2077233,0.92657,0.95674,0.908970291,1.102439038
19,4,1.2077233,0.92657,0.95674,0.908970291,1.191587611
20,4,1.2077233,0.92657,0.95674,0.908970291,1.310294454
21,4,1.2077233,0.92657,0.95674,0.908970291,1.284827803
22,4,1.2077233,0.92657,0.95674,0.908970291,1.027481716
23,4,1.2077233,0.92657,0.95674,0.908970291,0.765201465
0,5,1.2077233,0.92657,0.95674,0.908970291,0.480659018
1,5,1.2077233,0.92657,0.95674,0.908970291,0.382737696
2,5,1.2077233,0.92657,0.95674,0.908970291,0.343093695
3,5,1.2077233,0.92657,0.95674,0.908970291,0.3374721
4,5,1.2077233,0.92657,0.95674,0.908970291,0.354984016
5,5,1.2077233,0.92657,0.95674,0.908970291,0.471158371
6,5,1.2077233,0.92657,0.95674,0.908970291,0.713816964
7,5,1.2077233,0.92657,0.95674,0.908970291,0.870170163
8,5,1.2077233,0.92657,0.95674,0.908970291,0.821786413
9,5,1.2077233,0.92657,0.95674,0.908970291,0.750128036
10,5,1.2077233,0.92657,0.95674,0.908970291,0.715878767
11,5,1.2077233,0.92657,0.95674,0.908970291,0.689751924
12,5,1.2077233,0.92657,0.95674,0.908970291,0.652155563
13,5,1.2077233,0.92657,0.95674,0.908970291,0.62210396
14,5,1.2077233,0.92657,0.95674,0.908970291,0.628464831
15,5,1.2077233,0.92657,0.95674,0.908970291,0.791931765
16,5,1.2077233,0.92657,0.95674,0.908970291,1.009576967
17,5,1.2077233,0.92657,0.95674,0.908970291,1.304363022
18,5,1.2077233,0.92657,0.95674,0.908970291,1.451964636
19,5,1.2077233,0.92657,0.95674,0.908970291,1.487897397
20,5,1.2077233,0.92657,0.95674,0.908970291,1.279694042
21,5,1.2077233,0.92657,0.95674,0.908970291,1.424187153
22,5,1.2077233,0.92657,0.95674,0.908970291,1.133133123
23,5,1.2077233,0.92657,0.95674,0.908970291,0.811336865
0,6,1.2077233,0.92657,0.95674,0.908970291,0.761333504
1,6,1.2077233,0.92657,0.95674,0.908970291,0.544408027
2,6,1.2077233,0.92657,0.95674,0.908970291,0.42652855
3,6,1.2077233,0.92657,0.95674,0.908970291,0.335473823
4,6,1.2077233,0.92657,0.95674,0.908970291,0.323767372
5,6,1.2077233,0.92657,0.95674,0.908970291,0.425464484
6,6,1.2077233,0.92657,0.95674,0.908970291,0.637668973
7,6,1.2077233,0.92657,0.95674,0.908970291,0.7760446
8,6,1.2077233,0.92657,0.95674,0.908970291,0.754656288
9,6,1.2077233,0.92657,0.95674,0.908970291,0.815064887
10,6,1.2077233,0.92657,0.95674,0.908970291,0.95910722
11,6,1.2077233,0.92657,0.95674,0.908970291,1.065572779
12,6,1.2077233,0.92657,0.95674,0.908970291,1.188562765
13,6,1.2077233,0.92657,0.95674,0.908970291,1.387773686
14,6,1.2077233,0.92657,0.95674,0.908970291,1.542787939
15,6,1.2077233,0.92657,0.95674,0.908970291,1.770044354
16,6,1.2077233,0.92657,0.95674,0.908970291,2.044222806
17,6,1.2077233,0.92657,0.95674,0.908970291,2.407209289
18,6,1.2077233,0.92657,0.95674,0.908970291,2.43471055
19,6,1.2077233,0.92657,0.95674,0.908970291,2.332813538
20,6,1.2077233,0.92657,0.95674,0.908970291,2.180701177
21,6,1.2077233,0.92657,0.95674,0.908970291,2.066101189
22,6,1.2077233,0.92657,0.95674,0.908970291,1.693609505
23,6,1.2077233,0.92657,0.95674,0.908970291,1.273698352
0,7,1.2077233,0.92657,0.95674,0.908970291,0.871971555
1,7,1.2077233,0.92657,0.95674,0.908970291,0.645763256
2,7,1.2077233,0.92657,0.95674,0.908970291,0.535187477
3,7,1.2077233,0.92657,0.95674,0.908970291,0.469824873
4,7,1.2077233,0.92657,0.95674,0.908970291,0.451663097
5,7,1.2077233,0.92657,0.95674,0.908970291,0.546793055
6,7,1.2077233,0.92657,0.95674,0.908970291,0.796961991
7,7,1.2077233,0.92657,0.95674,0.908970291,0.964728607
8,7,1.2077233,0.92657,0.95674,0.908970291,0.928801185
9,7,1.2077233,0.92657,0.95674,0.908970291,0.962385331
10,7,1.2077233,0.92657,0.95674,0.908970291,1.191770401
11,7,1.2077233,0.92657,0.95674,0.908970291,1.276955077
12,7,1.2077233,0.92657,0.95674,0.908970291,1.499535441
13,7,1.2077233,0.92657,0.95674,0.908970291,1.703333048
14,7,1.2077233,0.92657,0.95674,0.908970291,1.902093842
15,7,1.2077233,0.92657,0.95674,0.908970291,2.216949831
16,7,1.2077233,0.92657,0.95674,0.908970291,2.513117356
17,7,1.2077233,0.92657,0.95674,0.908970291,2.933885817
18,7,1.2077233,0.92657,0.95674,0.908970291,2.867912881
19,7,1.2077233,0.92657,0.95674,0.908970291,2.668529036
20,7,1.2077233,0.92657,0.95674,0.908970291,2.410142193
21,7,1.2077233,0.92657,0.95674,0.908970291,2.278751198
22,7,1.2077233,0.92657,0.95674,0.908970291,1.873620778
23,7,1.2077233,0.92657,0.95674,0.908970291,1.432794835
0,8,1.2077233,0.92657,0.95674,0.908970291,0.912441896
1,8,1.2077233,0.92657,0.95674,0.908970291,0.71809175
2,8,1.2077233,0.92657,0.95674,0.908970291,0.603629198
3,8,1.2077233,0.92657,0.95674,0.908970291,0.544090425
4,8,1.2077233,0.92657,0.95674,0.908970291,0.513743597
5,8,1.2077233,0.92657,0.95674,0.908970291,0.610607074
6,8,1.2077233,0.92657,0.95674,0.908970291,0.871898802
7,8,1.2077233,0.92657,0.95674,0.908970291,1.048179654
8,8,1.2077233,0.92657,0.95674,0.908970291,0.987198449
9,8,1.2077233,0.92657,0.95674,0.908970291,0.909581007
10,8,1.2077233,0.92657,0.95674,0.908970291,0.919756947
11,8,1.2077233,0.92657,0.95674,0.908970291,1.043994267
12,8,1.2077233,0.92657,0.95674,0.908970291,1.196066873
13,8,1.2077233,0.92657,0.95674,0.908970291,1.409813769
14,8,1.2077233,0.92657,0.95674,0.908970291,1.640475735
15,8,1.2077233,0.92657,0.95674,0.908970291,1.948147139
16,8,1.2077233,0.92657,0.95674,0.908970291,2.264278308
17,8,1.2077233,0.92657,0.95674,0.908970291,2.586635181
18,8,1.2077233,0.92657,0.95674,0.908970291,2.55301913
19,8,1.2077233,0.92657,0.95674,0.908970291,2.397327757
20,8,1.2077233,0.92657,0.95674,0.908970291,2.322818137
21,8,1.2077233,0.92657,0.95674,0.908970291,2.207111389
22,8,1.2077233,0.92657,0.95674,0.908970291,1.769732177
23,8,1.2077233,0.92657,0.95674,0.908970291,1.368945438
0,9,1.2077233,0.92657,0.95674,0.908970291,0.451553856
1,9,1.2077233,0.92657,0.95674,0.908970291,0.361318626
2,9,1.2077233,0.92657,0.95674,0.908970291,0.320829425
3,9,1.2077233,0.92657,0.95674,0.908970291,0.314706255
4,9,1.2077233,0.92657,0.95674,0.908970291,0.334990057
5,9,1.2077233,0.92657,0.95674,0.908970291,0.455339489
6,9,1.2077233,0.92657,0.95674,0.908970291,0.730447332
7,9,1.2077233,0.92657,0.95674,0.908970291,0.930959958
8,9,1.2077233,0.92657,0.95674,0.908970291,0.89411066
9,9,1.2077233,0.92657,0.95674,0.908970291,0.80021505
10,9,1.2077233,0.92657,0.95674,0.908970291,0.757515881
11,9,1.2077233,0.92657,0.95674,0.908970291,0.728685867
12,9,1.2077233,0.92657,0.95674,0.908970291,0.686065186
13,9,1.2077233,0.92657,0.95674,0.908970291,0.651750358
14,9,1.2077233,0.92657,0.95674,0.908970291,0.625794656
15,9,1.2077233,0.92657,0.95674,0.908970291,0.64151213
16,9,1.2077233,0.92657,0.95674,0.908970291,0.732540378
17,9,1.2077233,0.92657,0.95674,0.908970291,0.907124139
18,9,1.2077233,0.92657,0.95674,0.908970291,1.04374734
19,9,1.2077233,0.92657,0.95674,0.908970291,1.155732453
20,9,1.2077233,0.92657,0.95674,0.908970291,1.278397121
21,9,1.2077233,0.92657,0.95674,0.908970291,1.19479605
22,9,1.2077233,0.92657,0.95674,0.908970291,0.955199488
23,9,1.2077233,0.92657,0.95674,0.908970291,0.711695508
0,10,1.2077233,0.92657,0.95674,0.908970291,0.725595853
1,10,1.2077233,0.92657,0.95674,0.908970291,0.475817172
2,10,1.2077233,0.92657,0.95674,0.908970291,0.377709746
3,10,1.2077233,0.92657,0.95674,0.908970291,0.336079514
4,10,1.2077233,0.92657,0.95674,0.908970291,0.330951126
5,10,1.2077233,0.92657,0.95674,0.908970291,0.352136492
6,10,1.2077233,0.92657,0.95674,0.908970291,0.482879814
7,10,1.2077233,0.92657,0.95674,0.908970291,0.786177989
8,10,1.2077233,0.92657,0.95674,0.908970291,1.016240806
9,10,1.2077233,0.92657,0.95674,0.908970291,0.972528405
10,10,1.2077233,0.92657,0.95674,0.908970291,0.838206346
11,10,1.2077233,0.92657,0.95674,0.908970291,0.784874467
12,10,1.2077233,0.92657,0.95674,0.908970291,0.753389102
13,10,1.2077233,0.92657,0.95674,0.908970291,0.711749786
14,10,1.2077233,0.92657,0.95674,0.908970291,0.677770279
15,10,1.2077233,0.92657,0.95674,0.908970291,0.653451356
16,10,1.2077233,0.92657,0.95674,0.908970291,0.677845888
17,10,1.2077233,0.92657,0.95674,0.908970291,0.792706288
18,10,1.2077233,0.92657,0.95674,0.908970291,1.019969525
19,10,1.2077233,0.92657,0.95674,0.908970291,1.210093959
20,10,1.2077233,0.92657,0.95674,0.908970291,1.3397832
21,10,1.2077233,0.92657,0.95674,0.908970291,1.347110617
22,10,1.2077233,0.92657,0.95674,0.908970291,1.209571732
23,10,1.2077233,0.92657,0.95674,0.908970291,0.967868314
0,11,1.2077233,0.92657,0.95674,0.908970291,0.815915236
1,11,1.2077233,0.92657,0.95674,0.908970291,0.581336598
2,11,1.2077233,0.92657,0.95674,0.908970291,0.484378237
3,11,1.2077233,0.92657,0.95674,0.908970291,0.441668837
4,11,1.2077233,0.92657,0.95674,0.908970291,0.437405598
5,11,1.2077233,0.92657,0.95674,0.908970291,0.465098812
6,11,1.2077233,0.92657,0.95674,0.908970291,0.611113817
7,11,1.2077233,0.92657,0.95674,0.908970291,0.915164415
8,11,1.2077233,0.92657,0.95674,0.908970291,1.13993658
9,11,1.2077233,0.92657,0.95674,0.908970291,1.096531138
10,11,1.2077233,0.92657,0.95674,0.908970291,0.977775103
11,11,1.2077233,0.92657,0.95674,0.908970291,0.936947403
12,11,1.2077233,0.92657,0.95674,0.908970291,0.858806103
13,11,1.2077233,0.92657,0.95674,0.908970291,0.784473874
14,11,1.2077233,0.92657,0.95674,0.908970291,0.720576294
15,11,1.2077233,0.92657,0.95674,0.908970291,0.693020876
16,11,1.2077233,0.92657,0.95674,0.908970291,0.75178597
17,11,1.2077233,0.92657,0.95674,0.908970291,0.954877171
18,11,1.2077233,0.92657,0.95674,0.908970291,1.306282586
19,11,1.2077233,0.92657,0.95674,0.908970291,1.518891367
20,11,1.2077233,0.92657,0.95674,0.908970291,1.476780339
21,11,1.2077233,0.92657,0.95674,0.908970291,1.389070318
22,11,1.2077233,0.92657,0.95674,0.908970291,1.250006504
23,11,1.2077233,0.92657,0.95674,0.908970291,0.9941331
0,12,1.2077233,0.92657,0.95674,0.908970291,0.949221886
1,12,1.2077233,0.92657,0.95674,0.908970291,0.66910171
2,12,1.2077233,0.92657,0.95674,0.908970291,0.56209279
3,12,1.2077233,0.92657,0.95674,0.908970291,0.518763086
4,12,1.2077233,0.92657,0.95674,0.908970291,0.515450553
5,12,1.2077233,0.92657,0.95674,0.908970291,0.545455916
6,12,1.2077233,0.92657,0.95674,0.908970291,0.715195396
7,12,1.2077233,0.92657,0.95674,0.908970291,1.089939521
8,12,1.2077233,0.92657,0.95674,0.908970291,1.357622303
9,12,1.2077233,0.92657,0.95674,0.908970291,1.314152834
10,12,1.2077233,0.92657,0.95674,0.908970291,1.151805109
11,12,1.2077233,0.92657,0.95674,0.908970291,1.084541867
12,12,1.2077233,0.92657,0.95674,0.908970291,0.989562087
13,12,1.2077233,0.92657,0.95674,0.908970291,0.912926357
14,12,1.2077233,0.92657,0.95674,0.908970291,0.855122326
15,12,1.2077233,0.92657,0.95674,0.908970291,0.82520401
16,12,1.2077233,0.92657,0.95674,0.908970291,0.881320035
17,12,1.2077233,0.92657,0.95674,0.908970291,1.107532527
18,12,1.2077233,0.92657,0.95674,0.908970291,1.503566091
19,12,1.2077233,0.92657,0.95674,0.908970291,1.723580545
20,12,1.2077233,0.92657,0.95674,0.908970291,1.647523962
21,12,1.2077233,0.92657,0.95674,0.908970291,1.548739147
22,12,1.2077233,0.92657,0.95674,0.908970291,1.403097926
23,12,1.2077233,0.92657,0.95674,0.908970291,1.131858952
